family,comparison,model_id,benchmark_id,metric,family_size,observed_family_size,p_bonferroni,mean,se,t,p,ci_low,ci_high,n,calendar_days,missing_days,hac_lags,target,period
incremental_social,all_given_characteristics,ols_characteristics_all_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,1.0,-3.9730431353936396e-05,0.0005513777833882417,-0.07205664165464028,0.9425568314328125,-0.0011204110286704174,0.0010409501659625444,2266,2266,0,63,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,4.458555094428434e-08,-0.005794147312833197,0.0009205998286692034,-6.293882675612785,3.0962188155753013e-10,-0.00759848982119858,-0.003989804804467814,2266,2266,0,5,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,9.075251724012798e-08,-0.005794147312833197,0.0009371579595282073,-6.182679508745933,6.302258141675554e-10,-0.007630943161333529,-0.003957351464332865,2266,2266,0,21,raw,full
incremental_social,textcore_given_characteristics,ols_characteristics_textcore_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,9.789603013178254e-06,-0.005794147312833197,0.0010737018846370698,-5.396420920683884,6.798335425818232e-08,-0.007898564336854635,-0.0036897302888117605,2266,2266,0,63,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,3.9134905157360184e-07,-0.006182988840275133,0.001039542136513159,-5.947800116130133,2.717701747038902e-09,-0.008220453988252744,-0.004145523692297521,2266,2266,0,5,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,3.035364996014614e-06,-0.006182988840275133,0.0011035327682036894,-5.602904615455769,2.107892358343482e-08,-0.008345873321714152,-0.004020104358836114,2266,2266,0,21,raw,full
incremental_social,textall_given_characteristics,ols_characteristics_textall_raw_fit252_val126,ols_characteristics_raw_fit252_val126,rank_ic,144,144,0.00014146344529981851,-0.006182988840275133,0.0012630886462321983,-4.8951345249749725,9.823850368042953e-07,-0.008658597096171694,-0.003707380584378571,2266,2266,0,63,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,48,48,3.6620178161091515e-38,0.031239699224667763,0.002364758621495948,13.21052345076366,7.629203783560732e-40,0.02660485749440512,0.03587454095493041,2266,2266,0,5,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,48,48,8.146482478792566e-40,0.031239699224667763,0.0023150864654507956,13.493966506596436,1.697183849748451e-41,0.026702213131288073,0.03577718531804745,2266,2266,0,21,raw,full
conditioning,characteristics_given_core,ols_characteristics_core_raw_fit252_val126,ols_core_raw_fit252_val126,rank_ic,48,48,1.517023957563314e-38,0.031239699224667763,0.0023529729390040087,13.27669294738733,3.160466578256904e-40,0.026627957007622542,0.03585144144171298,2266,2266,0,63,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,48,48,5.326496051900692e-42,0.03273070747058235,0.002361555397129937,13.859809306341436,1.1096866774793107e-43,0.028102143944711486,0.03735927099645321,2266,2266,0,5,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,48,48,2.3767581229325086e-39,0.03273070747058235,0.002439892319517603,13.41481638708286,4.95157942277606e-41,0.027948606398171955,0.03751280854299274,2266,2266,0,21,raw,full
conditioning,characteristics_given_all,ols_characteristics_all_raw_fit252_val126,ols_all_raw_fit252_val126,rank_ic,48,48,1.6425395429458203e-37,0.03273070747058235,0.002499085409903199,13.097074370039302,3.421957381137126e-39,0.027832590072882562,0.03762882486828214,2266,2266,0,63,raw,full
